Chinese,English,Frequency Count,Indonesia
第二次,the second time,2233,kedua kalinya
克莱尔,Claire,2232,Claire
琵,lute,2231,kecapi
联盟,alliance,2230,persekutuan
р,bleak,2230,suram
硬,hard,2230,keras
蠢,stupid,2229,bodoh
乐趣,pleasure,2229,kesenangan
稳定,Stablize,2228,Stabilkan
姐妹,sisters,2227,saudara perempuan
恋爱,in love,2226,sedang jatuh cinta
屎,shit,2225,kotoran
经理,manager,2222,manajer
掩护,cover,2221,menutupi
取得,Obtain,2221,Memperoleh
女子,woman,2220,wanita
玻璃,Glass,2219,Kaca
眼前,In front of,2219,Di depan
身,body,2219,tubuh
惊人,amazing,2218,luar biasa
师傅,master,2216,menguasai
ﺴ,Bleak,2216,Suram
機會,Chance,2216,Peluang
猴子,monkey,2216,monyet
害,Harmful,2216,Berbahaya
陷入,Fall into,2214,Jatuh ke dalam
高興,Happy,2213,Senang
良好,good,2211,Bagus
打击,Strike,2209,Memukul
药物,drug,2209,obat
内部,internal,2209,intern
指示,instruct,2208,menginstruksikan
亚当,Adequid,2208,Adequid
打扮,dress up,2208,berdandan
大街,Street,2206,Jalan
過去,past,2206,masa lalu
よ,Bleak,2205,Suram
杯,cup,2204,cangkir
尔,you,2202,Anda
礼貌,polite,2201,sopan
第三,third,2200,ketiga
德国人,German,2197,Jerman
は,Bleak,2197,Suram
诶,Eh,2196,Eh
保险,Insurance,2192,Asuransi
走出,Go out,2192,Keluar
地下室,basement,2190,ruang bawah tanah
各,each,2190,setiap
小镇,Town,2189,Kota
佬,guy,2186,pria
最新,up to date,2186,terkini
伊,Irald,2185,Irlandia
加州,California,2185,Kalifornia
大麻,marijuana,2185,ganja
手段,means,2182,cara
更糟,Worse,2182,Lebih buruk
泰勒,Taylor,2182,Taylor
苏联,Soviet Union,2180,Uni Soviet
你们好,Hello,2178,Halo
警察局,Police station,2176,Kantor polisi
偷走,Steal,2176,Mencuri
风险,risk,2172,mempertaruhkan
取,Pick,2171,Memilih
星星,Star,2170,Bintang
主席,Chairman,2169,Ketua
酷,cool,2168,Dingin
一趟,One trip,2168,Satu perjalanan
趁,take advantage of,2166,memanfaatkan
妮,Niger,2164,Nigeria
没人会,No one will,2164,Tidak ada seorang pun yang akan
关门,close the door,2159,tutup pintunya
话题,topic,2159,topik
改,change,2159,mengubah
片名,Title,2156,Judul
型,type,2156,jenis
下班,get off work,2155,pulang kerja
区别,the difference,2155,perbedaan
议员,Parliament,2154,Parlemen
丢下,Leave,2154,Meninggalkan
整理,tidy,2153,rapi
时期,period,2152,periode
老人,elder,2150,lebih tua
楼,building,2150,bangunan
眼神,Eyes,2150,Mata
电梯,elevator,2149,lift
小说,novel,2149,novel
签,sign,2147,tanda
新娘,bride,2147,pengantin perempuan
仪式,ceremony,2147,upacara
魅力,charm,2147,pesona
领导,lead,2145,memimpin
处于,Be in,2145,Berada di dalam
公里,kilometer,2144,kilometer
大楼,Building,2144,Bangunan
爱人,spouse,2143,pasangan
形成,form,2143,membentuk
右边,right,2143,Kanan
称为,Called,2142,Ditelepon
礼拜,worship,2142,memuja
为止,until,2141,sampai
圣,Holy,2141,Suci
称,say,2141,mengatakan
发明,invention,2140,penemuan
辦法,Method,2140,Metode
老妈,Mother,2139,Ibu
ﺣ,Bleak,2139,Suram
儿,Son,2139,Putra
几分钟,Several minutes,2138,Beberapa menit
小家伙,brat,2137,anak nakal
独立,independent,2134,mandiri
確定,Sure,2134,Tentu
确信,Be confident,2132,Yakin
指纹,fingerprint,2131,sidik jari
坐牢,Go to jail,2130,Masuk penjara
打来,Fight,2129,Bertarung
兔子,rabbit,2129,kelinci
至于,To,2128,Ke
地板,floor,2128,lantai
额,Forehead,2128,Dahi
卡特,Carter,2127,Tukang gerobak
期望,expect,2127,mengharapkan
好孩子,Good boy,2127,Anak baik
海军,navy,2126,angkatan laut
对象,Object,2126,Obyek
凯文,Kaiwen,2125,Kaiwen
追求,Pursue,2124,Mengejar
东京,Tokyo,2123,Tokyo
镜头,Lens,2123,Lensa
平常,usually,2121,biasanya
交换,exchange,2115,menukarkan
一整天,A whole day,2113,Sehari penuh
肮脏,dirty,2112,kotor
监控,monitor,2111,memantau
で,Bleak,2111,Suram
这辈子,this life,2110,hidup ini
甩,Shake,2109,Menggoyang
救护车,ambulance,2108,ambulans
一口,Take a bite,2107,Ambillah sedikit
采访,Interview,2106,Wawancara
角度,angle,2106,sudut
部长,minister,2106,menteri
做梦,dream,2106,mimpi
咱,we,2105,Kami
商量,discuss,2104,membahas
快速,fast,2102,cepat
回家吧,go home,2101,pulang
财产,property,2099,milik
很长,very long,2099,sangat lama
森,Forest,2098,Hutan
只好,Had to,2097,Harus
饼干,biscuit,2096,biskuit
無法,Unable to,2095,Tidak bisa
舞台,stage,2095,panggung
名叫,Name,2092,Nama
几点,What time is it?,2092,Jam berapa sekarang?
房,house,2089,rumah
舞,dance,2089,menari
有罪,guilty,2087,bersalah
浪费时间,waste time,2085,membuang-buang waktu
丹,Pour,2085,Menuangkan
灯,lamp,2084,lampu
瑞克,Rick,2084,Rick
同一,same,2083,sama
保佑,bless,2083,memberkati
对抗,confrontation,2082,konfrontasi
性命,life,2081,kehidupan
强奸,rape,2080,memperkosa
试试看,Try,2078,Mencoba
饮料,drinks,2078,minuman
癬,Ringworm,2078,Kurap
成熟,Mature,2076,Dewasa
人质,hostage,2076,sandera
浴室,bathroom,2076,kamar mandi
陷阱,trap,2071,perangkap
荣誉,honor,2070,menghormati
当中,among,2070,di antara
一本,One,2069,Satu
敬,Respectfully,2069,Dengan hormat
笨,fool,2069,bodoh
具有,have,2068,memiliki
射,shoot,2068,menembak
类型,type,2067,jenis
顿,pause,2066,berhenti sebentar
在于,In,2066,Di dalam
本人,Myself,2066,Saya sendiri
空中,Air,2064,Udara
咋,Exactly,2064,Tepat
小偷,Thief,2064,Maling
牌,Card,2063,Kartu
隻,Only,2062,Hanya
归,Return,2062,Kembali
白天,daytime,2062,siang hari
下雨,rain,2061,hujan
姓,surname,2060,nama belakang
正义,justice,2060,keadilan
可笑,ridiculous,2059,konyol
式,Mode,2058,Mode
還,return,2058,kembali
当地,local,2056,lokal
今日,today,2056,Hari ini
艺术家,artist,2052,artis
情,Affection,2051,Kasih sayang
托,Entrust,2051,Mempercayakan
货,goods,2047,barang-barang
中央,central,2047,pusat
观点,View,2045,Melihat
贾,Shot,2045,Tembakan
ま,Bleak,2045,Suram
侦探,detective,2044,detektif
卧室,bedroom,2044,kamar tidur
袋子,bag,2043,tas
风格,style,2043,gaya
修好,Repair,2043,Memperbaiki
资格,qualifications,2042,kualifikasi
宗教,religion,2041,agama
今早,This morning,2041,Pagi ini
老朋友,Old friend,2041,Teman lama
某,certain,2041,yakin
之下,under,2040,di bawah
起飞,take off,2039,lepas landas
判断,judge,2039,hakim
荒谬,absurd,2038,absurd
尼斯,Nice,2038,Bagus
俄国,Russia,2038,Rusia
圣经,Bible,2038,Alkitab
保留,reserve,2038,menyimpan
汤米,Tidal,2037,pasang surut
е,bleak,2036,suram
祝福,bless,2033,memberkati
毛病,Fault,2031,Kesalahan
知,Know,2029,Tahu
受够了,fed up,2029,muak
就行,Be,2028,Menjadi
大不了,Big deal,2026,Masalah besar
绳子,rope,2026,tali
借口,Excuse,2025,Mengizinkan
维持,maintain,2025,menjaga
寂寞,lonely,2024,kesepian
女巫,Witch,2024,Penyihir
泡,Bubble,2023,Gelembung
超人,Superman,2022,Manusia Super
后果,as a result of,2020,sebagai akibat dari
我试,I try,2020,saya mencoba
总会,Always,2020,Selalu
绑,tie,2019,mengikat
饭,meal,2018,makanan
罗杰,Roger,2018,Roger
槍,gun,2017,pistol
开口,Open,2016,Membuka
慢点,Slower,2015,Lebih lambat
说些,A little,2015,Sedikit
軍,military,2014,militer
帝国,empire,2014,kerajaan
竞选,Campaign,2014,Kampanye
表明,show,2014,menunjukkan
市长,mayor,2013,walikota
提起,Lift,2013,Mengangkat
门口,Entrance,2013,Pintu masuk
屋里,House,2012,Rumah
将要,will,2012,akan
美國,U.S.,2011,KITA.
一项,One item,2011,Satu item
古老,ancient,2011,kuno
ﾇ,Bleak,2010,Suram
功夫,effort,2009,upaya
温柔,gentle,2009,lembut
想不到,Unexpectedly,2007,Mendadak
战场,battlefield,2007,medan perang
回报,Return,2006,Kembali
结局,ending,2006,akhir
抓到,Catch,2004,Menangkap
支票,Cheque,2003,Memeriksa
座位,seat,2003,kursi
不仅仅,Not only,2002,Tidak hanya
投,cast,2002,pemeran
情感,emotion,2000,emosi
有种,Have a species,1999,Memiliki spesies
雖然,Although,1997,Meskipun
卫星,satellite,1996,satelit
提前,in advance,1995,di muka
下降,decline,1995,menolak
建造,put up,1994,memasang
大海,Sea,1992,Laut
柏林,Berlin,1990,Berlin
搞笑,funny,1988,lucu
协助,assist,1987,membantu
吃掉,Eat,1986,Makan
中士,Chinese scholar,1985,sarjana Cina
れ,Bleak,1985,Suram
短,short,1985,pendek
下周,next week,1983,minggu depan
我本,My own,1983,milikku sendiri
一架,One by one,1983,Satu per satu
哪来,Where to,1981,Ke mana
修女,nun,1980,biarawati
这部,This,1980,Ini
夫妇,Couple,1980,Pasangan
吸,suck,1978,mengisap
证实,Confirm,1977,Mengonfirmasi
致命,fatal,1977,fatal
新鲜,Fresh,1977,Segar
疾病,disease,1976,penyakit
温暖,warmth,1975,kehangatan
苹果,apple,1974,apel
连接,connect,1974,menghubungkan
当初,At first,1974,Pada awalnya
月亮,moon,1973,bulan
保密,Secret,1973,Rahasia
平静,calm,1970,tenang
可能性,possibility,1970,kemungkinan
骑士,knight,1970,ksatria
基本上,basically,1969,pada dasarnya
整晚,All night,1968,Sepanjang malam
演奏,Play,1968,Bermain
四处,around,1966,sekitar
歡迎,welcome,1963,selamat datang
一瓶,One bottle,1962,Satu botol
玩意儿,thing,1962,benda
出卖,sell,1962,menjual
针对,against,1962,melawan
成长,growing up,1961,tumbuh dewasa
蠢货,idiot,1960,orang bodoh
老头,Old man,1960,Orang tua
本身,itself,1959,diri
每個,Each,1957,Setiap
不愿,Unwilling,1955,Enggan
就是说,that is,1954,yaitu
理想,ideal,1953,ideal
适应,adapt,1952,menyesuaikan
噩梦,Nightmare,1951,Mimpi buruk
棒极了,Excellent,1950,Bagus sekali
瞎,blind,1949,buta
牙齿,teeth,1949,gigi
宋体,Song style,1948,Gaya lagu
烤,bake,1948,memanggang
自豪,pride,1948,kebanggaan
天天,day by day,1947,hari demi hari
繫,Tie,1947,Mengikat
第二天,the next day,1946,hari berikutnya
提议,proposal,1945,usul
念,read,1945,membaca
重大,major,1945,besar
托马斯,Thomas,1944,Tomas
走运,Luck,1944,Keberuntungan
三明治,sandwich,1944,sandwich
進去,Go in,1944,Masuk
消灭,wipe out,1944,memusnahkan
卡拉,Kara,1944,Kara
忠诚,loyalty,1943,loyalitas
应付,Handle,1943,Menangani
屋顶,roof,1942,atap
试,try,1942,mencoba
當時,then,1941,Kemudian
基,base,1941,basis
敲,knock,1940,ketukan
第二个,the second,1939,yang kedua
钱包,wallet,1939,dompet
这样的话,In this case,1939,Dalam kasus ini
查尔斯,Charles,1938,Charles
文章,article,1934,artikel
理查德,Richard,1933,Richard
养,keep,1933,menyimpan
飞船,spaceship,1932,pesawat luar angkasa
尼尔,Niel,1931,Niel
迷路,get lost,1930,Enyah
这片,this piece,1930,bagian ini
注意力,attention,1928,Perhatian
那種,That kind,1926,Jenis itu
上课,Attend class,1925,Menghadiri kelas
有什麼,have what,1925,punya apa
圣诞,Christmas,1925,Natal
不安,disturbed,1924,terganggu
偶尔,Occasionally,1924,Kadang-kadang
关上,close,1924,menutup
相反,on the contrary,1924,sebaliknya
塞,Plug,1923,Steker
自信,confidence,1923,kepercayaan diri
臭小子,Stinky boy,1922,Anak laki-laki bau
丁,Man,1921,Pria
这下,Now,1920,Sekarang
挡,block,1920,memblokir
乘客,passenger,1919,penumpang
请原谅,please forgive,1918,mohon maaf
费,fee,1918,biaya
炒,saute,1918,tumis
大臣,Minister,1916,Menteri
植物,plant,1916,tanaman
這次,this time,1916,kali ini
飞行员,pilot,1915,pilot
我敢,I dare,1915,aku berani
皇后,Queen,1914,Ratu
春天,spring,1914,musim semi
香槟,Champagne,1913,Sampanye
撒,spread,1913,menyebar
录像,Videos,1912,Video
智慧,wisdom,1911,kebijaksanaan
克拉克,Clark,1911,Clark
祝贺,congratulate,1910,mengucapkan selamat
夢,Dream,1910,Mimpi
诚实,honest,1910,jujur
强烈,strong,1909,kuat
皮,Skin,1909,Kulit
坦白,frank,1909,jujur
杰西,Jiexi,1909,Jiexi
歌曲,song,1909,lagu
深,deep,1907,dalam
小鬼,Ghost,1907,Hantu
看好,Be optimistic,1907,Bersikap optimis
成為,become,1906,menjadi
ㄛ,Bleak,1906,Suram
我俩,Ours,1904,Milik kita
全身,whole body,1903,seluruh tubuh
解开,Unlock,1902,Membuka kunci
崩溃,collapse,1902,runtuh
爱丽丝,Alice,1902,Alice
向前,forward,1899,maju
有权,Have power,1899,Memiliki kekuatan
午饭,lunch,1899,makan siang
毁掉,Destroy,1897,Menghancurkan
出租车,taxi,1894,taksi
丹尼尔,Daniel,1894,Daniel
善良,Kind,1893,Baik
莉,Wicked,1893,Jahat
冬天,winter,1893,musim dingin
散步,walk,1892,berjalan
欧,Europe,1892,Eropa
屁,fart,1892,kentut
网站,website,1891,situs web
う,Bleak,1891,Suram
标准,standard,1891,standar
报,Report,1890,Laporan
这句,This sentence,1890,Kalimat ini
闻到,smell,1889,bau
别闹,Don't make trouble,1889,Jangan membuat masalah
敏感,sensitive,1888,peka
脱掉,Take off,1888,Lepas landas
ㄇ,Bleak,1887,Suram
辞职,Resign,1887,Berhenti
投入,Invest,1886,Menginvestasikan
交谈,chat,1885,mengobrol
安慰,comfort,1883,kenyamanan
欺负,Bully,1882,Menggertak
绿色,green,1882,hijau
坏事,bad thing,1881,hal buruk
還在,Still,1881,Tetap
そ,Bleak,1880,Suram
還要,Still,1880,Tetap
飯,meal,1880,makanan
走走,Walk around,1879,Jalan-jalan
走廊,corridor,1879,koridor
小小的,Small,1879,Kecil
沙发,sofa,1879,sofa
龙,dragon,1878,naga
拥抱,Embrace,1877,Merangkul
慢,slow,1877,lambat
結婚,marry,1877,kawin
同情,pity,1877,disayangkan
楼梯,stairs,1876,tangga
争取,Strive for,1875,Berusaha untuk
机构,mechanism,1874,mekanisme
提高,improve,1874,memperbaiki
奇,strange,1874,aneh
中情局,Central Love Bureau,1874,Biro Cinta Pusat
产品,product,1873,produk
完整,whole,1873,utuh
周,week,1872,pekan
当作,As,1872,Sebagai
男性,male,1872,pria
杂种,Hybrid,1871,Hibrida
淘汰,disuse,1870,tidak digunakan
拍照,Photograph,1870,Foto
花园,garden,1870,kebun
热情,enthusiasm,1870,antusiasme
雇,hire,1869,mempekerjakan
ﻢ,Bleak,1868,Suram
企业,enterprise,1867,perusahaan
ǐ,pilot,1866,pilot
斕,Fascinating,1865,Memukau
壞,bad,1864,buruk
打断,interrupt,1861,mengganggu
谢谢你们,thank you all,1861,terima kasih semuanya
跟上,Follow up,1860,Menindaklanjuti
事要,Matter,1860,Urusan
菲尔,Phil,1859,Phil
玫瑰,Rose,1858,Mawar
寄,send,1857,mengirim
从前,Formerly,1857,Dahulu
叛徒,traitor,1857,pengkhianat
ノ,Bleak,1857,Suram
隐瞒,hide,1856,bersembunyi
舞蹈,dance,1856,menari
段,part,1855,bagian
磅,pound,1854,pound
明早,Tomorrow morning,1854,Besok pagi
皮特,Pitter,1853,Pitter
布莱恩,Brian,1852,Brian
雪,Snow,1852,Salju
一顿,One,1850,Satu
很久以前,"long, long ago",1850,dahulu kala
晓得,know,1850,tahu
烦,bother,1849,mengganggu
倆,both,1849,keduanya
以上,above,1848,di atas
杰瑞,Jerry,1848,Jerry
が,Bleak,1847,Suram
尝尝,Try,1844,Mencoba
自私,Selfish,1844,Egois
天赋,talent,1843,bakat
批准,approve,1843,menyetujui
炸,fry,1843,menggoreng
局长,Director,1843,Direktur
八,eight,1842,delapan
校长,headmaster,1842,kepala sekolah
莫斯科,Moscow,1841,Moskow
姆,Murderous,1840,Kejam
感謝,grateful,1840,bersyukur
嘲笑,laugh at,1838,menertawakan
波,Wave,1837,Melambai
囚犯,prisoner,1837,tawanan
被告,defendant,1836,terdakwa
配合,Cooperate,1836,Bekerja sama
认得,Recognize,1836,Mengenali
开除,Dismiss,1834,Membubarkan
打仗,fight,1830,bertarung
少女,Girl,1830,Gadis
翻,turn,1829,berbelok
三次,three times,1829,tiga kali
阿门,Amen,1827,Amin
ﻬ,Bleak,1827,Suram
岛上,Island,1826,Pulau
仅,only,1826,hanya
倒霉,Unlucky,1825,Sial
发表,Publish,1824,Menerbitkan
眼镜,Glasses,1824,Kacamata
き,Bleak,1822,Suram
甚么,What,1822,Apa
封信,Letter,1822,Surat
ﺤ,Bleak,1821,Suram
坦克,tank,1821,tangki
激情,Passion,1819,Gairah
餐馆,Restaurant,1818,Restoran
骗人,Deceptive,1816,Menipu
复仇,revenge,1815,pembalasan dendam
洗手间,Toilet,1815,Toilet
海伦,Helen,1814,Helen
神经,nerve,1812,saraf
如同,as,1811,sebagai
统治,rule,1811,aturan
第一天,first day,1811,hari pertama
影片,Film,1810,Film
职责,Duty,1810,Tugas
商业,Business,1809,Bisnis
何不,Not,1808,Bukan
衬衫,shirt,1808,kemeja
午夜,midnight,1808,tengah malam
一眼,At a glance,1808,Sekilas
迪,Daisy,1807,Bunga aster
胳膊,arm,1807,lengan
癌症,cancer,1806,kanker
学到,Learn,1806,Mempelajari
考试,take an exam,1804,mengikuti ujian
保存,save,1803,menyimpan
邮件,mail,1801,surat
它們,they,1801,mereka
老子,Lao Tzu,1800,Lao Tzu
遵守,obey,1799,mematuhi
ó,ó,1798,Hai
切,cut,1798,memotong
文明,civilization,1797,peradaban
那兒,there,1796,di sana
军人,soldier,1796,tentara
同伴,companion,1796,pendamping
带给,Give,1795,Memberi
要不然,otherwise,1794,jika tidak
打倒,Defeat,1794,Mengalahkan
集团,group,1794,kelompok
舰长,captain,1793,kapten
合同,contract,1793,kontrak
片,piece,1793,bagian
玛,Macaron,1792,Makaroni
绝望,despair,1791,putus asa
墙,wall,1791,dinding
鸡蛋,egg,1791,telur
法语,French,1791,Perancis
礛,Bleak,1791,Suram
遭到,Suffer,1790,Menderita
改變,Change,1789,Mengubah
艾米,Amy,1788,Amy
孤单,alone,1788,sendiri
很久,long time,1787,waktu yang lama
护照,passport,1787,paspor
隔壁,next door,1786,tetangga sebelah
逃避,escape,1785,melarikan diri
安迪,Andy,1785,Andy
十分钟,ten minutes,1785,sepuluh menit
镇上,Town,1785,Kota
树林,forest,1785,hutan
相关,Related,1784,Terkait
发动,launch,1783,meluncurkan
迪克,Dick,1783,Penis
入侵,Invade,1783,Menyerbu
记,remember,1783,Ingat
极了,Extremely,1781,Sangat
暴露,Expose,1780,Membuka
び,Bleak,1779,Suram
内裤,Underwear,1778,Pakaian dalam
纳粹,Nazi,1776,Nazi
利益,Benefit,1776,Keuntungan
单身,single,1775,lajang
自动,automatic,1775,otomatis
人能,Be able to,1775,Mampu untuk
甜蜜,sweet,1773,manis
报复,revenge,1772,pembalasan dendam
成就,Achievement,1771,Pencapaian
猜猜,Guess,1770,Tebakan
画面,Picture,1770,Gambar
不得,Be unable to,1769,Tidak bisa
卷,roll,1769,gulungan
巨人,giant,1768,raksasa
扮演,Play,1767,Bermain
断,Break,1767,Merusak
麻煩,trouble,1767,masalah
头脑,mind,1766,pikiran
麼,What's wrong?,1766,Ada apa?
报仇,revenge,1766,pembalasan dendam
保姆,nanny,1766,pengasuh
吓坏,Scare,1765,Ketakutan
人才,Talent,1765,Bakat
大门,door,1764,pintu
巴,-bar,1763,-batang
拜访,visit,1762,mengunjungi
好点,Better,1762,Lebih baik
分子,molecular,1761,molekuler
冒犯,offend,1761,menyinggung
遭遇,encounter,1758,bertemu
有过,Had,1758,Telah
幫助,help,1758,membantu
一向,Always,1758,Selalu
瘋,Crazy,1757,Gila
时机,opportunity,1757,peluang
陪审团,jury,1756,juri
会长,President,1756,Presiden
注射,injection,1755,injeksi
啰,Cricket,1755,Jangkrik
利,profit,1754,laba
母親,Mother,1753,Ibu
汤,Soup,1752,Sup
作出,Make,1752,Membuat
這邊,Here,1751,Di Sini
喝杯,Drink a cup,1751,Minum secangkir
危机,crisis,1750,krisis
心灵,soul,1750,jiwa
下手,Start,1749,Awal
腔,Cavity,1749,Rongga
給,Give,1748,Memberi
段时间,period of time,1747,periode waktu
总有一天,One day,1747,Satu hari
市,city,1746,kota
洛克,Locke,1745,Locke
迅速,fast,1745,cepat
史密斯,Smith,1743,Smith
雨,rain,1743,hujan
两周,Two weeks,1741,Dua minggu
古怪,eccentric,1740,eksentrik
老是,always,1739,selalu
一头,One,1739,Satu
退,retreat,1739,mundur
戏,play,1737,bermain
系,Tie,1737,Mengikat
营地,Camp,1737,Kamp
冰,ice,1737,es
否认,deny,1737,membantah
诗,poetry,1736,puisi
有件事,Something,1735,Sesuatu
哪怕,Even,1735,Bahkan
冷静下来,clam down,1733,tenang saja
联合,joint,1733,persendian
这家,this home,1733,rumah ini
扯,pull,1733,menarik
玩得,Play,1732,Bermain
唱片,record,1731,catatan
再来,Come again,1731,Datang lagi
遵命,Obey,1730,Mematuhi
材料,Material,1729,Bahan
旅程,journey,1729,perjalanan
千万别,Not to,1729,Tidak untuk
安东尼,Anthony,1728,Antonius
平时,usually,1728,biasanya
瞒,conceal,1726,menutupi
出于,Out,1725,Keluar
捉,catch,1725,menangkap
六个,Six,1725,Enam
代替,replace,1724,mengganti
ﺟ,Bleak,1723,Suram
蟽,Bleak,1723,Suram
占,occupy,1723,menempati
薇,Wicked,1722,Jahat
助理,assistant,1721,asisten
開心,happy,1721,senang
度假,Vacation,1721,Liburan
小狗,puppy,1720,anak anjing
店里,Store,1720,Toko
手枪,pistol,1720,pistol
满,Full,1719,Penuh
对话,dialogue,1718,dialog
那件事,that matter,1718,hal itu penting
曼,Man,1718,Pria
米奇,Mickey,1718,Miki
ﻗ,Bleak,1717,Suram
电话号码,telephone number,1717,nomor telepon
無,none,1715,tidak ada
